Error code,Object type,Reason,Row #,Column #,Company Name,Street Address,Street Address 2,City,State,Postal Code,Phone Number,Website URL,About Us,Paid Preparer Firm Name,Annual Revenue,Total Money Raised,Total Expenses,Number of Employees,Company Domain Name,Type
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,175,15,Gordon L and Julia P Tuthill Family Foundation,751 S Mariposa Ave Apt 108,,Los Angeles,CA,"=""90005""",323-309-4948,,T23 (Private Operating Foundations),ANTHONY TOROSIAN CPA,"$1,436,212",,"$1,609,395",7.0,https://www.facebook.com/tuthillfamilyfoundation/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,180,15,Southwest Affordable Housing Foundation,970 W 190TH ST STE 300,,TORRANCE,CA,"=""90502""",310-374-4381,,L21 (Public Housing),Boggeln & Company Inc,"$1,759,476",,"$1,533,387",0.0,"https://www.causeiq.com/organizations/southwest-affordable-housing-foundation,274119223/",DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,228,15,Hermandad Mexicana Nacional,11559 Sherman Way,,North Hollywood,CA,"=""91605""",818-503-6300,,P84 (Ethnic/Immigrant Services),Quezada Wong & Associates Inc,"$1,545,538",,"$1,401,636",21.0,https://en.hermandadmexicananacional.com/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,246,15,Upland Community Housing Inc,260 N 3rd Ave,,Upland,CA,"=""91786""",919-981-7160,,"L20 (Housing Development, Construction, Management)",CLIFTONLARSONALLEN LLP,"$1,283,045","$431,740","$1,507,118",6.0,https://www.guidestar.org/profile/33-0666116,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,249,15,Presioca Villa Interfaith Housing Corporation,7956 Lester Ave,,Lemon Grove,CA,"=""91945""",619-668-1532,,L80 (Other Housing Support Services),Leaf & Cole LLP,"$1,189,718",,"$1,400,587",2.0,https://presiocavilla.sdihf.org/,DOMESTIC - Small
INVALID_DOMAIN,Company,'bbasics2003@yahoo.com' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,258,15,Beyond Basics Inc,5234 Tri Bay Cir,,Lakewood,CA,"=""90712""",562-602-6554,bbasics2003@yahoo.com,"B28 (Specialized Education Institutions/Schools for Visually or Hearing Impaired, Learning Disabled)",Hefner-Smith Tax & Business Svcs,"$1,387,815","$1,253,199","$1,382,252",0.0,https://www.dnb.com/business-directory/company-profiles.beyond_basics_inc.9c7607ea88379ebe389c9c39994da19f.html,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,276,15,Santiago Sunrise Village Mobile Home Park Corporation,PO Box 11927,,Santa Ana,CA,"=""92711""",714-744-4993,,"L50 (Housing Owners, Renters Organizations)",Genske Mulder & Co LLP,"$1,092,002",,"$1,396,740",0.0,https://www.santiagocorp.com/communities/southern-california/santiago-sunrise-village-mobilehome-park/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,277,15,Garden Grove Housing Corporation,18100 Von Karman Ave Ste 500,,Irvine,CA,"=""92612""",949-852-0700,,"L20 (Housing Development, Construction, Management)",NOVOGRADAC & COMPANY LLP,"$1,809,336",,"$1,525,981",0.0,http://ggcity.org/housing-authority,DOMESTIC - Small
INVALID_DOMAIN,Company,'WWW. DOWNTOWNSANDIEGO.ORG' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,281,15,Downtown San Diego Partnership Foundation,401 B St Ste 100,,San Diego,CA,"=""92101""",619-234-0201,WWW. DOWNTOWNSANDIEGO.ORG,A26 (Arts Council/Agency),JGD & ASSOCIATES LLP,"$1,147,833","$756,402","$1,401,581",13.0,https://downtownsandiego.org/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,287,15,Endeavor Facility Corp,1263 S Soto St,,Los Angeles,CA,"=""90023""",323-947-7311,,S47 (Real Estate Organizations),EIDE BAILLY LLP,"$955,013",,"$1,624,166",0.0,https://www.endeavorco.com/offices/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,292,15,Community Development International Alliance,16828 Bircher St,,Granada Hills,CA,"=""91344""",310-948-9873,,"Q30 (International Development, Relief Services)",John Eapen CPA,"$1,500,000","$1,500,000","$1,495,770",2.0,https://www.alliancecd.org/,INTERNATIONAL
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,306,15,Portland Disciples Housing Inc,1855 OLYMPIC BLVD STE 300,,WALNUT CREEK,CA,"=""94596""",510-746-4100,,L21 (Public Housing),MESERET Y ZELEKE CPA,"$898,219","$652,725","$1,575,839",0.0,https://www.guidestar.org/profile/43-1257557,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,311,15,Ace Charter School Foundation Inc,1100 Shasta Ave # 250,,San Jose,CA,"=""95126""",408-295-6008,,B29 (Charter Schools),CLIFTONLARSONALLEN LLP,"$1,143,501",,"$1,531,835",0.0,https://www.acecharter.org/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,347,15,One Love Initiative,300 Pacific Coast Hwy Ste 111,,Huntington Beach,CA,"=""92648""",(808) 756-7239,,X21 (Protestant),Marshall D Gunn III CPA Firm PLLC,"$1,715,880",,"$1,567,601",7.0,https://www.joinonelove.org/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,352,15,New Era FFA,4688 W Jennifer Ave Ste 101,,Fresno,CA,"=""93722""",559-351-8506,,"O52 (Agricultural, Youth Development)",ROOS AND MCNABB CPAS A PROFESSIONAL CORPORATION,"$1,545,371","$1,534,196","$1,469,898",7.0,https://neweraffa.org/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,353,15,Kilimanjaro Centre for Community Ophthalmology,17602 Marymont Pl,,San Diego,CA,"=""92128""",510-845-7382,,"G41 (Eye Diseases, Blindness and Vision Impairments)",PATRICIA A WINTROATH CPA,"$1,114,526","$81,659","$1,420,616",0.0,https://www.kcco.net/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,357,15,Bais Chana Heritage School Inc,7659 BEVERLY BLVD,,LOS ANGELES,CA,"=""90036""",323-456-1888,,B25 (Secondary/High School),TMSC Enterprises Inc,"$1,765,072",,"$1,497,490",79.0,https://www.cde.ca.gov/schooldirectory/details?cdscode=19647336136113,DOMESTIC - Small
INVALID_DOMAIN,Company,'n/a' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,391,15,Los Angeles Legal Aid Justice Center Inc,1550 W 8th St,,Los Angeles,CA,"=""90017""",323-801-7916,,I11 (Single Organization Support),Harrington Group CPAs LLP,"$792,631",,"$1,418,228",0.0,https://lafla.org/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,394,15,Pacific Manor Inc,PO Box 7070,,Pasadena,CA,"=""91109""",323-258-3512,,L22 (Senior Citizens' Housing/Retirement Communities),KKAJ LLP,"$3,731,457","$3,051,110","$1,469,490",5.0,https://www.pacificmanordental.com/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,402,15,Agape Foundation Charitable Trust,1825 Hamilton Ave,,San Jose,CA,"=""95125""",408-264-7800,,T22 (Private Independent Foundations),SEEBA & ASSOCIATES INCCPAS,"$1,647,074",,"$1,491,814",0.0,https://www.instrumentl.com/990-report/agape-foundation-charitable-trust,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,415,15,Lincoln Heights Benefit Assoc of Los Angeles,5651 Fallston St,,Los Angeles,CA,"=""90042""",323-223-3821,,S30 (Economic Development),US Master Tax Services Inc,"$1,027,182","$122,631","$1,418,457",0.0,https://lhbala.org/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,436,15,Growing Room Education Council Inc,920 Diablo Rd,,Danville,CA,"=""94526""",925-837-4392,,P33 (Child Day Care),CCA LLP,"$1,511,035","$571,900","$1,487,949",67.0,https://thegrowingroom.org/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,455,15,Midtown Homes Inc,22 Pelican Way,,San Rafael,CA,"=""94901""",415-258-1800,,"L20 (Housing Development, Construction, Management)",Spiteri Narasky & Daley LLP,"$978,731",,"$1,443,880",0.0,https://www.linkedin.com/company/midtown-properties-inc.,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,457,15,El Shaddai Family Ranch,1905 WHITEWATER DR,,MARYSVILLE,CA,"=""95901""",530-633-0388,,"T99 (Other Philanthropy, Voluntarism, and Grantmaking Foundations N.E.C.)",SANDRA CARLOS ACCOUNTANCY CORP,"$1,657,716",,"$1,541,680",12.0,https://www.elshaddaiffa.org/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,463,15,MARIN SCHOOL FOR GIFTED EDUCATION,1 St. Vincent Drive Gate Academy,,San Rafael,CA,"=""94903""",415-491-4700,,B24 (Primary/Elementary Schools),ELSENER & ELSENER LLP,"$1,484,419","$149,500","$1,439,052",23.0,https://www.gateacademy.org/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,478,15,White Memorial Community Benefit CO Rp,1720 E Cesar E Chavez Ave,,Los Angeles,CA,"=""90033""",323-628-5000,,E70 (Public Health Program),THE ACCOUNTANCY LLP,"$1,434,360","$1,434,360","$1,435,390",0.0,https://wmchealthcenter.org/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,482,15,Rbb Inc,2465 Ohio Ave,,Redwood City,CA,"=""94061""",650-328-6333,,"N69 (Equestrian, Riding)",GREEN HASSON & JANKS LLP,"$1,535,893",,"$1,573,467",0.0,https://rbbinc.com/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,498,15,Surf Development Company Inc,PO Box 2146,,Lompoc,CA,"=""93438""",805-736-3423,,Z99 (Unknown),Grigg Bratton & Brash PC,"$1,068,431",,"$1,392,170",5.0,https://surfdevelopment.org/about/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,506,15,Unicorn Garden Inc,3817 Edith Ln,,Bakersfield,CA,"=""93304""",661-834-7789,,Z99 (Unknown),Andrea R Hill CPA AAC,"$1,967,326",,"$1,589,652",30.0,https://unicorngarden.org/contact-us,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,515,15,Poco Way Hdc Inc,505 W Julian St,,San Jose,CA,"=""95110""",408-275-8770,,L80 (Other Housing Support Services),LINDQUIST VON HUSEN & JOYCE LLP,"$1,132,405",,"$1,390,257",0.0,https://www.guidestar.org/profile/77-0378030,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,521,15,Serenity Group Homes Inc,4186 W Swift Ave Ste 108,,Fresno,CA,"=""93722""",559-250-1112,,I21 (Delinquency Prevention),MOORE GRIDER & COMPANY LLP,"$1,476,955","$15,000","$1,494,837",70.0,https://serenity-group-homes-inc.ueniweb.com/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,526,15,Cbcc Foundation for Community Wellness Inc,6501 Truxtun Ave,,Bakersfield,CA,"=""93309""",661-322-2206,,E70 (Public Health Program),,"$75,784",,"$1,434,220",8.0,https://www.cbccusa.com/giving-back/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,542,15,Rage Volleyball Club Incorporated,5201 EQUINE CT,,RIVERBANK,CA,"=""95367""",209-312-3332,,"N60 (Amateur Sports Clubs, Leagues, N.E.C.)",Tim Wheeler Accountancy Corporation,"$1,662,722",,"$1,489,458",75.0,https://www.ragevball.com/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,546,15,Brighter Horizon Group Homes Inc,7849 OCEANUS DR,,LOS ANGELES,CA,"=""90046""",323-578-8546,,L41 (Temporary Shelter For the Homeless),LA Tax Services,"$2,087,268","$2,000,684","$1,613,815",76.0,https://www.brighterhorizonhomes.org/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,555,15,Dong Shin Christian Preschool Inc,2505 Yorba Linda Blvd,,Fullerton,CA,"=""92831""",657-378-9653,,"B21 (Kindergarten, Nursery Schools, Preschool, Early Admissions)",Jin G Kim & Co,"$1,448,068",,"$1,415,154",28.0,https://www.dspreschool.com/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,559,15,Friends of Tavarua,360 Alder Ln,,Buellton,CA,"=""93427""",310-454-7519,,P50 (Personal Social Services),CROWE LLP,"$1,486,500",,"$1,541,654",0.0,https://www.guidestar.org/profile/81-2426739,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,570,15,Mohammady Foundation,500 S KRAEMER BLVD STE 301,,BREA,CA,"=""92821""",714-579-7979,,P20 (Human Service Organizations),CHUGH CPAS LLP,"$2,118,228",,"$1,442,315",0.0,https://www.guidestar.org/profile/81-4587860,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,578,15,Barona Indian Charter School,1095 Barona Rd,,Lakeside,CA,"=""92040""",,,B29 (Charter Schools),Wilkinson Hadley King & Co LLP,"$1,490,254","$1,478,625","$1,611,296",43.0,https://www.baronaindiancharterschool.com/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,583,15,Access Community Health Center,520 N MAIN ST,,SANTA ANA,CA,"=""92701""",714-543-5609,,"E32 (Ambulatory Health Center, Community Clinic)",Core CPAS and Advisors,"$1,927,335",,"$1,586,118",15.0,https://accessfqhc.org/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,595,15,Da Vinci Schools Fund,201 N Douglas St,,El Segundo,CA,"=""90245""",310-376-0455,,"B20 (Elementary, Secondary Ed)",Wayland & Vukadinovich LLP,"$1,665,793",,"$1,514,031",0.0,https://www.davincischools.org/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,605,15,Construction Trades Workforce Initiative,7750 Pardee Ln Ste 100,,Oakland,CA,"=""94621""",646-338-7367,,B90 (Educational Services and Schools - Other),Forney Accountancy,"$2,043,285",,"$1,552,370",0.0,https://ctwi-btca.org/,DOMESTIC - Small
INVALID_DOMAIN,Company,'GODS GLORIOUS LAND.COM' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,612,15,Gods Glorious Land Inc,7545 IRVINE CENTER DR,,IRVINE,CA,"=""92618""",253-257-9566,GODS GLORIOUS LAND.COM,Q33 (International Relief),HRB TAX GROUP INC,"$1,519,000",,"$1,516,333",0.0,https://m.facebook.com/pages/Gods-Glorious-Land/102966819316964/,INTERNATIONAL
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,623,15,Mythical Lotus Foundation,521 CHARCOT AVE STE 239,,SAN JOSE,CA,"=""95131""",,,B99 (Education N.E.C.),WANG ACCOUNTANCY CORP,"$1,296,469",,"$1,380,501",0.0,https://www.charitynavigator.org/ein/843718975,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,626,15,National Giving Foundation Inc,PO Box 11251,,San Bernardino,CA,"=""92423""",909-335-6810,,P20 (Human Service Organizations),ROGERS ANDERSON MALODY & SCOTT LLP,"$3,995,034",,"$1,578,313",0.0,https://www.ncfgiving.com/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,640,15,Bridges Preparatory Academy,400 S Santa Fe Ave,,Compton,CA,"=""90221""",562-200-8819,,B24 (Primary/Elementary Schools),CLIFTONLARSONALLEN LLP,"$1,676,255","$1,657,457","$1,396,333",10.0,https://www.bpacompton.org/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,646,15,Trinity House Group Home,PO Box 6331,,Oxnard,CA,"=""93031""",805-415-8480,,P73 (Group Home (Long Term),Weiss Bowens and Magson LLP,"$1,524,231",,"$1,477,125",40.0,https://trinityhouseinc.org/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,659,15,Leadership Training and Education Fund,1055 Park View Dr Ste 111,,Covina,CA,"=""91724""",510-337-3050,,J22 (Employment Training),EIDE BAILLY LLP,"$2,340,970",,"$1,572,576",0.0,https://www.cde.ca.gov/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,686,15,Joint Electrical Industry Training Fund,5420 E Hedges Ave,,Fresno,CA,"=""93727""",559-251-5174,,J22 (Employment Training),Mastro & Associates CPAs,"$1,897,627",,"$1,407,020",19.0,https://www.charitynavigator.org/ein/941617976,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,690,15,Association for Continuing Education,164 Main St,,Los Altos,CA,"=""94022""",650-948-5583,,B01 (Alliance/Advocacy Organizations),Hing Accountancy Corp,"$1,516,049",,"$1,616,715",2.0,https://cceanet.org/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,692,15,Kings County Commission On Aging Council,PO BOX 598,,ARMONA,CA,"=""93202""",559-582-3211,,P81 (Senior Centers/Services),Hiep Pham CPA Inc,"$1,478,084","$1,089,247","$1,507,735",24.0,https://kccoa.net/,DOMESTIC - Small
INVALID_DOMAIN,Company,'N/A' is not a valid COMPANY domain. Update your import file with a valid COMPANY domain and try again.,695,15,Hilltop Manor Inc,790 Ironwood Dr,,San Jose,CA,"=""95125""",408-267-2929,,L21 (Public Housing),Hammon Price & Wulftange,"$1,640,842",,"$1,487,699",15.0,https://hilltopmanor.ca/,DOMESTIC - Small
